% GROUP B1. NODAL DATA
% CARD B1.1   DEFAULTS
%  CHP CHPT  QQP QQPT  ALF  CON CONT  DMT DFTACTH

% CARD B1.2
%   N      X(N)      Y(N)      Z(N)   BTRA(N)  HBASE(N)     CBASE(N)
  240  11.95000   0.00000   0.00000       1.0
  241  12.00000   0.00000   0.00000       1.0
  242  12.05000   0.00000   0.00000       1.0
  243  12.10000   0.00000   0.00000       1.0
  244  12.15000   0.00000   0.00000       1.0
  245  12.20000   0.00000   0.00000       1.0
  246  12.25000   0.00000   0.00000       1.0
  247  12.30000   0.00000   0.00000       1.0
  248  12.35000   0.00000   0.00000       1.0
  249  12.40000   0.00000   0.00000       1.0
  250  12.45000   0.00000   0.00000       1.0
  251  12.50000   0.00000   0.00000       1.0
  252  12.55000   0.00000   0.00000       1.0
  253  12.60000   0.00000   0.00000       1.0
  254  12.65000   0.00000   0.00000       1.0
  255  12.70000   0.00000   0.00000       1.0
  256  12.75000   0.00000   0.00000       1.0
  257  12.80000   0.00000   0.00000       1.0
  258  12.85000   0.00000   0.00000       1.0
  259  12.90000   0.00000   0.00000       1.0
  260  12.95000   0.00000   0.00000       1.0
  261  13.00000   0.00000   0.00000       1.0
  262  13.05000   0.00000   0.00000       1.0
  263  13.10000   0.00000   0.00000       1.0
  264  13.15000   0.00000   0.00000       1.0
  265  13.20000   0.00000   0.00000       1.0
  266  13.25000   0.00000   0.00000       1.0
  267  13.30000   0.00000   0.00000       1.0
  268  13.35000   0.00000   0.00000       1.0
  269  13.40000   0.00000   0.00000       1.0
  270  13.45000   0.00000   0.00000       1.0
  271  13.50000   0.00000   0.00000       1.0
  272  13.55000   0.00000   0.00000       1.0
  273  13.60000   0.00000   0.00000       1.0
  274  13.65000   0.00000   0.00000       1.0
  275  13.70000   0.00000   0.00000       1.0
  276  13.75000   0.00000   0.00000       1.0
  277  13.80000   0.00000   0.00000       1.0
  278  13.85000   0.00000   0.00000       1.0
  279  13.90000   0.00000   0.00000       1.0
  280  13.95000   0.00000   0.00000       1.0
  281  14.00000   0.00000   0.00000       1.0
  282  14.05000   0.00000   0.00000       1.0
  283  14.10000   0.00000   0.00000       1.0
  284  14.15000   0.00000   0.00000       1.0
  285  14.20000   0.00000   0.00000       1.0
  286  14.25000   0.00000   0.00000       1.0
  287  14.30000   0.00000   0.00000       1.0
  288  14.35000   0.00000   0.00000       1.0
  289  14.40000   0.00000   0.00000       1.0
  290  14.45000   0.00000   0.00000       1.0
  291  14.50000   0.00000   0.00000       1.0
  292  14.55000   0.00000   0.00000       1.0
  293  14.60000   0.00000   0.00000       1.0
  294  14.65000   0.00000   0.00000       1.0
  295  14.70000   0.00000   0.00000       1.0
  296  14.75000   0.00000   0.00000       1.0
  297  14.80000   0.00000   0.00000       1.0
  298  14.85000   0.00000   0.00000       1.0
  299  14.90000   0.00000   0.00000       1.0
  300  14.95000   0.00000   0.00000       1.0
  301  15.00000   0.00000   0.00000       1.0
  302  15.05000   0.00000   0.00000       1.0
  303  15.10000   0.00000   0.00000       1.0
  304  15.15000   0.00000   0.00000       1.0
  305  15.20000   0.00000   0.00000       1.0
  306  15.25000   0.00000   0.00000       1.0
  307  15.30000   0.00000   0.00000       1.0
  308  15.35000   0.00000   0.00000       1.0
  309  15.40000   0.00000   0.00000       1.0
  310  15.45000   0.00000   0.00000       1.0
  311  15.50000   0.00000   0.00000       1.0
  312  15.55000   0.00000   0.00000       1.0
  313  15.60000   0.00000   0.00000       1.0
  314  15.65000   0.00000   0.00000       1.0
  315  15.70000   0.00000   0.00000       1.0
  316  15.75000   0.00000   0.00000       1.0
  317  15.80000   0.00000   0.00000       1.0
  318  15.85000   0.00000   0.00000       1.0
  319  15.90000   0.00000   0.00000       1.0
  320  15.95000   0.00000   0.00000       1.0
  321  16.00000   0.00000   0.00000       1.0
  322  16.05000   0.00000   0.00000       1.0
  323  16.10000   0.00000   0.00000       1.0
  324  16.15000   0.00000   0.00000       1.0
  325  16.20000   0.00000   0.00000       1.0
  326  16.25000   0.00000   0.00000       1.0
  327  16.30000   0.00000   0.00000       1.0
  328  16.35000   0.00000   0.00000       1.0
  329  16.40000   0.00000   0.00000       1.0
  330  16.45000   0.00000   0.00000       1.0
  331  16.50000   0.00000   0.00000       1.0
  332  16.55000   0.00000   0.00000       1.0
  333  16.60000   0.00000   0.00000       1.0
  334  16.65000   0.00000   0.00000       1.0
  335  16.70000   0.00000   0.00000       1.0
  336  16.75000   0.00000   0.00000       1.0
  337  16.80000   0.00000   0.00000       1.0
  338  16.85000   0.00000   0.00000       1.0
  339  16.90000   0.00000   0.00000       1.0
  340  16.95000   0.00000   0.00000       1.0
  341  17.00000   0.00000   0.00000       1.0
  342  17.05000   0.00000   0.00000       1.0
  343  17.10000   0.00000   0.00000       1.0
  344  17.15000   0.00000   0.00000       1.0
  345  17.20000   0.00000   0.00000       1.0
  346  17.25000   0.00000   0.00000       1.0
  347  17.30000   0.00000   0.00000       1.0
  348  17.35000   0.00000   0.00000       1.0
  349  17.40000   0.00000   0.00000       1.0
  350  17.45000   0.00000   0.00000       1.0
  351  17.50000   0.00000   0.00000       1.0
  352  17.55000   0.00000   0.00000       1.0
  353  17.60000   0.00000   0.00000       1.0
  354  17.65000   0.00000   0.00000       1.0
  355  17.70000   0.00000   0.00000       1.0
  356  17.75000   0.00000   0.00000       1.0
  357  17.80000   0.00000   0.00000       1.0
  358  17.85000   0.00000   0.00000       1.0
  359  17.90000   0.00000   0.00000       1.0
  360  17.95000   0.00000   0.00000       1.0
  361  18.00000   0.00000   0.00000       1.0
  362  18.05000   0.00000   0.00000       1.0
  363  18.10000   0.00000   0.00000       1.0
  364  18.15000   0.00000   0.00000       1.0
  365  18.20000   0.00000   0.00000       1.0
  366  18.25000   0.00000   0.00000       1.0
  367  18.30000   0.00000   0.00000       1.0
  368  18.35000   0.00000   0.00000       1.0
  369  18.40000   0.00000   0.00000       1.0
  370  18.45000   0.00000   0.00000       1.0
  371  18.50000   0.00000   0.00000       1.0
  372  18.55000   0.00000   0.00000       1.0
  373  18.60000   0.00000   0.00000       1.0
  374  18.65000   0.00000   0.00000       1.0
  375  18.70000   0.00000   0.00000       1.0
  376  18.75000   0.00000   0.00000       1.0
  377  18.80000   0.00000   0.00000       1.0
  378  18.85000   0.00000   0.00000       1.0
  379  18.90000   0.00000   0.00000       1.0
  380  18.95000   0.00000   0.00000       1.0
  381  19.00000   0.00000   0.00000       1.0
  382  19.05000   0.00000   0.00000       1.0
  383  19.10000   0.00000   0.00000       1.0
  384  19.15000   0.00000   0.00000       1.0
  385  19.20000   0.00000   0.00000       1.0
  386  19.25000   0.00000   0.00000       1.0
  387  19.30000   0.00000   0.00000       1.0
  388  19.35000   0.00000   0.00000       1.0
  389  19.40000   0.00000   0.00000       1.0
  390  19.45000   0.00000   0.00000       1.0
  391  19.50000   0.00000   0.00000       1.0
  392  19.55000   0.00000   0.00000       1.0
  393  19.60000   0.00000   0.00000       1.0
  394  19.65000   0.00000   0.00000       1.0
  395  19.70000   0.00000   0.00000       1.0
  396  19.75000   0.00000   0.00000       1.0
  397  19.80000   0.00000   0.00000       1.0
  398  19.85000   0.00000   0.00000       1.0
  399  19.90000   0.00000   0.00000       1.0
  400  19.95000   0.00000   0.00000       1.0
  401  20.00000   0.00000   0.00000       1.0
  402  20.05000   0.00000   0.00000       1.0
  403  20.10000   0.00000   0.00000       1.0
  404  20.15000   0.00000   0.00000       1.0
  405  20.20000   0.00000   0.00000       1.0
  406  20.25000   0.00000   0.00000       1.0
  407  20.30000   0.00000   0.00000       1.0
  408  20.35000   0.00000   0.00000       1.0
  409  20.40000   0.00000   0.00000       1.0
  410  20.45000   0.00000   0.00000       1.0
  411  20.50000   0.00000   0.00000       1.0
  412  20.55000   0.00000   0.00000       1.0
  413  20.60000   0.00000   0.00000       1.0
  414  20.65000   0.00000   0.00000       1.0
  415  20.70000   0.00000   0.00000       1.0
  416  20.75000   0.00000   0.00000       1.0
  417  20.80000   0.00000   0.00000       1.0
  418  20.85000   0.00000   0.00000       1.0
  419  20.90000   0.00000   0.00000       1.0
  420  20.95000   0.00000   0.00000       1.0
  421  21.00000   0.00000   0.00000       1.0
  422  21.05000   0.00000   0.00000       1.0
  423  21.10000   0.00000   0.00000       1.0
  424  21.15000   0.00000   0.00000       1.0
  425  21.20000   0.00000   0.00000       1.0
  426  21.25000   0.00000   0.00000       1.0
  427  21.30000   0.00000   0.00000       1.0
  428  21.35000   0.00000   0.00000       1.0
  429  21.40000   0.00000   0.00000       1.0
  430  21.45000   0.00000   0.00000       1.0
  431  21.50000   0.00000   0.00000       1.0
  432  21.55000   0.00000   0.00000       1.0
  433  21.60000   0.00000   0.00000       1.0
  434  21.65000   0.00000   0.00000       1.0
  435  21.70000   0.00000   0.00000       1.0
  436  21.75000   0.00000   0.00000       1.0
  437  21.80000   0.00000   0.00000       1.0
  438  21.85000   0.00000   0.00000       1.0
  439  21.90000   0.00000   0.00000       1.0
  440  21.95000   0.00000   0.00000       1.0
  441  22.00000   0.00000   0.00000       1.0
  442  22.05000   0.00000   0.00000       1.0
  443  22.10000   0.00000   0.00000       1.0
  444  22.15000   0.00000   0.00000       1.0
  445  22.20000   0.00000   0.00000       1.0
  446  22.25000   0.00000   0.00000       1.0
  447  22.30000   0.00000   0.00000       1.0
  448  22.35000   0.00000   0.00000       1.0
  449  22.40000   0.00000   0.00000       1.0
  450  22.45000   0.00000   0.00000       1.0
  451  22.50000   0.00000   0.00000       1.0
  452  22.55000   0.00000   0.00000       1.0
  453  22.60000   0.00000   0.00000       1.0
  454  22.65000   0.00000   0.00000       1.0
  455  22.70000   0.00000   0.00000       1.0
  456  22.75000   0.00000   0.00000       1.0
  457  22.80000   0.00000   0.00000       1.0
  458  22.85000   0.00000   0.00000       1.0
  459  22.90000   0.00000   0.00000       1.0
  460  22.95000   0.00000   0.00000       1.0
  461  23.00000   0.00000   0.00000       1.0
  462  23.05000   0.00000   0.00000       1.0
  463  23.10000   0.00000   0.00000       1.0
  464  23.15000   0.00000   0.00000       1.0
  465  23.20000   0.00000   0.00000       1.0
  466  23.25000   0.00000   0.00000       1.0
  467  23.30000   0.00000   0.00000       1.0
  468  23.35000   0.00000   0.00000       1.0
  469  23.40000   0.00000   0.00000       1.0
  470  23.45000   0.00000   0.00000       1.0
  471  23.50000   0.00000   0.00000       1.0
  472  23.55000   0.00000   0.00000       1.0
  473  23.60000   0.00000   0.00000       1.0
  474  23.65000   0.00000   0.00000       1.0
  475  23.70000   0.00000   0.00000       1.0
  476  23.75000   0.00000   0.00000       1.0
  477  23.80000   0.00000   0.00000       1.0
  478  23.85000   0.00000   0.00000       1.0
  479  23.90000   0.00000   0.00000       1.0
  480  23.95000   0.00000   0.00000       1.0
  481  24.00000   0.00000   0.00000       1.0
  482  24.05000   0.00000   0.00000       1.0
  483  24.10000   0.00000   0.00000       1.0
  484  24.15000   0.00000   0.00000       1.0
  485  24.20000   0.00000   0.00000       1.0
  486  24.25000   0.00000   0.00000       1.0
  487  24.30000   0.00000   0.00000       1.0
  488  24.35000   0.00000   0.00000       1.0
  489  24.40000   0.00000   0.00000       1.0
  490  24.45000   0.00000   0.00000       1.0
  491  24.50000   0.00000   0.00000       1.0
  492  24.55000   0.00000   0.00000       1.0
  493  24.60000   0.00000   0.00000       1.0
  494  24.65000   0.00000   0.00000       1.0
  495  24.70000   0.00000   0.00000       1.0
  496  24.75000   0.00000   0.00000       1.0
  497  24.80000   0.00000   0.00000       1.0
  498  24.85000   0.00000   0.00000       1.0
  499  24.90000   0.00000   0.00000       1.0
  500  24.95000   0.00000   0.00000       1.0
  501  25.00000   0.00000   0.00000       1.0
  502  25.05000   0.00000   0.00000       1.0
  503  25.10000   0.00000   0.00000       1.0
  504  25.15000   0.00000   0.00000       1.0
  505  25.20000   0.00000   0.00000       1.0
  506  25.25000   0.00000   0.00000       1.0
  507  25.30000   0.00000   0.00000       1.0
  508  25.35000   0.00000   0.00000       1.0
  509  25.40000   0.00000   0.00000       1.0
  510  25.45000   0.00000   0.00000       1.0
  511  25.50000   0.00000   0.00000       1.0
  512  25.55000   0.00000   0.00000       1.0
  513  25.60000   0.00000   0.00000       1.0
  514  25.65000   0.00000   0.00000       1.0
  515  25.70000   0.00000   0.00000       1.0
  516  25.75000   0.00000   0.00000       1.0
  517  25.80000   0.00000   0.00000       1.0
  518  25.85000   0.00000   0.00000       1.0
  519  25.90000   0.00000   0.00000       1.0
  520  25.95000   0.00000   0.00000       1.0
  521  26.00000   0.00000   0.00000       1.0
  522  26.05000   0.00000   0.00000       1.0
  523  26.10000   0.00000   0.00000       1.0
  524  26.15000   0.00000   0.00000       1.0
  525  26.20000   0.00000   0.00000       1.0
  526  26.25000   0.00000   0.00000       1.0
  527  26.30000   0.00000   0.00000       1.0
  528  26.35000   0.00000   0.00000       1.0
  529  26.40000   0.00000   0.00000       1.0
  530  26.45000   0.00000   0.00000       1.0
  531  26.50000   0.00000   0.00000       1.0
  532  26.55000   0.00000   0.00000       1.0
  533  26.60000   0.00000   0.00000       1.0
  534  26.65000   0.00000   0.00000       1.0
  535  26.70000   0.00000   0.00000       1.0
  536  26.75000   0.00000   0.00000       1.0
  537  26.80000   0.00000   0.00000       1.0
  538  26.85000   0.00000   0.00000       1.0
  539  26.90000   0.00000   0.00000       1.0
  540  26.95000   0.00000   0.00000       1.0
  541  27.00000   0.00000   0.00000       1.0
  542  27.05000   0.00000   0.00000       1.0
  543  27.10000   0.00000   0.00000       1.0
  544  27.15000   0.00000   0.00000       1.0
  545  27.20000   0.00000   0.00000       1.0
  546  27.25000   0.00000   0.00000       1.0
  547  27.30000   0.00000   0.00000       1.0
  548  27.35000   0.00000   0.00000       1.0
  549  27.40000   0.00000   0.00000       1.0
  550  27.45000   0.00000   0.00000       1.0
  551  27.50000   0.00000   0.00000       1.0
  552  27.55000   0.00000   0.00000       1.0
  553  27.60000   0.00000   0.00000       1.0
  554  27.65000   0.00000   0.00000       1.0
  555  27.70000   0.00000   0.00000       1.0
  556  27.75000   0.00000   0.00000       1.0
  557  27.80000   0.00000   0.00000       1.0
  558  27.85000   0.00000   0.00000       1.0
  559  27.90000   0.00000   0.00000       1.0
  560  27.95000   0.00000   0.00000       1.0
  561  28.00000   0.00000   0.00000       1.0
  562  28.05000   0.00000   0.00000       1.0
  563  28.10000   0.00000   0.00000       1.0
  564  28.15000   0.00000   0.00000       1.0
  565  28.20000   0.00000   0.00000       1.0
  566  28.25000   0.00000   0.00000       1.0
  567  28.30000   0.00000   0.00000       1.0
  568  28.35000   0.00000   0.00000       1.0
  569  28.40000   0.00000   0.00000       1.0
  570  28.45000   0.00000   0.00000       1.0
  571  28.50000   0.00000   0.00000       1.0
  572  28.55000   0.00000   0.00000       1.0
  573  28.60000   0.00000   0.00000       1.0
  574  28.65000   0.00000   0.00000       1.0
  575  28.70000   0.00000   0.00000       1.0
  576  28.75000   0.00000   0.00000       1.0
  577  28.80000   0.00000   0.00000       1.0
  578  28.85000   0.00000   0.00000       1.0
  579  28.90000   0.00000   0.00000       1.0
  580  28.95000   0.00000   0.00000       1.0
  581  29.00000   0.00000   0.00000       1.0
  582  29.05000   0.00000   0.00000       1.0
  583  29.10000   0.00000   0.00000       1.0
  584  29.15000   0.00000   0.00000       1.0
  585  29.20000   0.00000   0.00000       1.0
  586  29.25000   0.00000   0.00000       1.0
  587  29.30000   0.00000   0.00000       1.0
  588  29.35000   0.00000   0.00000       1.0
  589  29.40000   0.00000   0.00000       1.0
  590  29.45000   0.00000   0.00000       1.0
  591  29.50000   0.00000   0.00000       1.0
  592  29.55000   0.00000   0.00000       1.0
  593  29.60000   0.00000   0.00000       1.0
  594  29.65000   0.00000   0.00000       1.0
  595  29.70000   0.00000   0.00000       1.0
  596  29.75000   0.00000   0.00000       1.0
  597  29.80000   0.00000   0.00000       1.0
  598  29.85000   0.00000   0.00000       1.0
  599  29.90000   0.00000   0.00000       1.0
  600  29.95000   0.00000   0.00000       1.0
  601  30.00000   0.00000   0.00000       1.0
  602  30.05000   0.00000   0.00000       1.0
  603  30.10000   0.00000   0.00000       1.0
  604  30.15000   0.00000   0.00000       1.0
  605  30.20000   0.00000   0.00000       1.0
  606  30.25000   0.00000   0.00000       1.0
  607  30.30000   0.00000   0.00000       1.0
  608  30.35000   0.00000   0.00000       1.0
  609  30.40000   0.00000   0.00000       1.0
  610  30.45000   0.00000   0.00000       1.0
  611  30.50000   0.00000   0.00000       1.0
  612  30.55000   0.00000   0.00000       1.0
  613  30.60000   0.00000   0.00000       1.0
  614  30.65000   0.00000   0.00000       1.0
  615  30.70000   0.00000   0.00000       1.0
  616  30.75000   0.00000   0.00000       1.0
  617  30.80000   0.00000   0.00000       1.0
  618  30.85000   0.00000   0.00000       1.0
  619  30.90000   0.00000   0.00000       1.0
  620  30.95000   0.00000   0.00000       1.0
  621  31.00000   0.00000   0.00000       1.0
  622  31.05000   0.00000   0.00000       1.0
  623  31.10000   0.00000   0.00000       1.0
  624  31.15000   0.00000   0.00000       1.0
  625  31.20000   0.00000   0.00000       1.0
